               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  97,            0.021299,           0.0081874,                   0,             0.74021,             0.60748,             0.70573,             0.35549,            0.039693,            0.022928,                   0,            0.005248,            0.005248,            0.005248
                  98,            0.021192,           0.0080406,                   0,             0.77236,             0.59406,             0.66886,             0.33878,            0.039294,            0.026366,                   0,           0.0051985,           0.0051985,           0.0051985
                  99,            0.021477,           0.0083601,                   0,             0.77709,             0.56444,             0.68002,             0.33616,             0.04037,            0.024532,                   0,            0.005149,            0.005149,            0.005149
                 100,            0.021207,           0.0080867,                   0,             0.74414,              0.5919,              0.6779,              0.3315,            0.039126,            0.024283,                   0,           0.0050995,           0.0050995,           0.0050995
                 101,            0.021061,           0.0080932,                   0,             0.85866,             0.55031,             0.70405,             0.34873,            0.039841,             0.02358,                   0,             0.00505,             0.00505,             0.00505
                 102,             0.02067,           0.0080832,                   0,             0.81464,             0.52903,             0.64141,             0.32195,            0.039112,            0.027969,                   0,           0.0050005,           0.0050005,           0.0050005
                 103,            0.021192,           0.0083032,                   0,             0.82597,             0.55556,             0.68177,             0.34515,            0.039717,            0.027869,                   0,            0.004951,            0.004951,            0.004951
                 104,            0.020962,           0.0082974,                   0,              0.8207,             0.59773,             0.71256,             0.37458,            0.038946,            0.027745,                   0,           0.0049015,           0.0049015,           0.0049015
                 105,            0.020761,           0.0080361,                   0,              0.8466,              0.6566,             0.73771,             0.37946,            0.038383,            0.023766,                   0,            0.004852,            0.004852,            0.004852
                 106,            0.020918,           0.0083011,                   0,             0.72675,             0.54037,             0.62639,             0.31202,            0.040039,            0.027395,                   0,           0.0048025,           0.0048025,           0.0048025
                 107,            0.020495,           0.0078804,                   0,             0.84849,             0.62116,             0.72923,             0.36164,            0.038992,            0.027291,                   0,            0.004753,            0.004753,            0.004753
                 108,            0.020535,            0.008166,                   0,             0.79574,             0.64927,              0.7657,              0.3964,            0.038834,            0.025559,                   0,           0.0047035,           0.0047035,           0.0047035
                 109,            0.020627,           0.0079678,                   0,              0.7539,             0.58521,             0.69322,             0.35177,            0.039696,            0.024816,                   0,            0.004654,            0.004654,            0.004654
                 110,            0.020671,           0.0082798,                   0,             0.79557,             0.58375,             0.72612,             0.38098,             0.03958,            0.025412,                   0,           0.0046045,           0.0046045,           0.0046045
                 111,            0.020485,           0.0078556,                   0,             0.77285,             0.57428,             0.69318,             0.35534,            0.038216,            0.026011,                   0,            0.004555,            0.004555,            0.004555
                 112,            0.020081,           0.0080409,                   0,             0.76537,             0.60323,             0.70216,             0.35914,            0.037321,            0.026443,                   0,           0.0045055,           0.0045055,           0.0045055
                 113,            0.020344,           0.0080521,                   0,             0.80476,             0.54248,             0.67878,             0.33636,            0.039842,            0.027786,                   0,            0.004456,            0.004456,            0.004456
                 114,            0.019764,           0.0078941,                   0,             0.77486,             0.56794,             0.69925,             0.36462,            0.038556,            0.026562,                   0,           0.0044065,           0.0044065,           0.0044065
                 115,            0.019864,             0.00768,                   0,             0.80297,              0.6372,              0.7495,             0.38286,            0.038664,            0.024452,                   0,            0.004357,            0.004357,            0.004357
                 116,            0.019852,           0.0077272,                   0,             0.82879,             0.64379,             0.76992,             0.39694,            0.038631,            0.023975,                   0,           0.0043075,           0.0043075,           0.0043075
                 117,            0.019657,           0.0077495,                   0,             0.79682,             0.56025,             0.70267,              0.3715,            0.039751,            0.026976,                   0,            0.004258,            0.004258,            0.004258
                 118,            0.019878,           0.0077034,                   0,             0.74159,             0.58529,             0.67736,             0.34507,            0.040587,            0.026153,                   0,           0.0042085,           0.0042085,           0.0042085
                 119,             0.01976,            0.007825,                   0,             0.80829,             0.57813,             0.71587,             0.37409,            0.038924,            0.026575,                   0,            0.004159,            0.004159,            0.004159
                 120,            0.019626,           0.0077963,                   0,              0.7459,             0.59464,             0.70391,              0.3567,            0.039709,            0.024382,                   0,           0.0041095,           0.0041095,           0.0041095
                 121,            0.019299,           0.0074315,                   0,             0.76662,             0.58882,             0.69759,             0.34597,            0.040349,            0.025577,                   0,             0.00406,             0.00406,             0.00406
